Id,SalePrice
1828,142581.2236
1829,106988.3173
1830,150581.3649
1831,134824.0261
1832,96091.08008
1833,146923.3501
1834,127063.6686
1835,145193.5856
1836,139036.6541
1837,92541.76419
1838,133126.9934
1839,85174.30284
1840,176894.4726
1841,153127.0433
1842,79115.21847
1843,133140.7277
1844,139018.8195
1845,138091.6055
1846,162758.8084
1847,152412.246
1848,63238.26322
1849,109147.7295
1850,114557.8198
1851,146873.4836
1852,126132.8775
1853,132174.925
1854,174550.7646
1855,141955.0614
1856,214075.197
1857,137374.475
1858,138137.8602
1859,118343.8926
1860,157830.2956
1861,118340.8311
1862,266277.1324
1863,265034.1389
1864,265180.4942
1865,325199.8115
1866,341263.2786
1867,240532.8242
1868,314219.4879
1869,218059.5686
1870,216134.8221
1871,255082.8618
1872,165982.7396
1873,240073.3107
1874,135296.5157
1875,197117.0158
1876,190302.3249
1877,212239.8418
1878,209373.6934
1879,133752.2913
1880,136851.6995
1881,234298.4424
1882,245161.1407
1883,201324.3547
1884,211649.2266
1885,239889.2822
1886,318037.1963
1887,211549.0392
1888,272941.5618
1889,162236.2995
1890,127932.5722
1891,137533.3921
1892,99332.43995
1893,131599.8422
1894,131895.7795
1895,131945.1998
1896,118061.7856
1897,107763.0915
1898,113017.8292
1899,133284.3429
1900,153505.4535
1901,159230.7208
1902,144828.0477
1903,218563.3272
1904,146875.0772
1905,186168.9626
1906,163561.604
1907,178210.0031
1908,111314.6699
1909,137156.1807
1910,114008.4626
1911,197067.2357
1912,273388.6596
1913,135306.1941
1914,58404.14585
1915,336497.3691
1916,70892.72813
1917,251759.9842
1918,144838.8026
1919,181524.5525
1920,139375.0168
1921,450593.9224
1922,301942.8616
1923,214015.6465
1924,243911.487
1925,206276.8827
1926,380221.7869
1927,140106.1562
1928,155426.9522
1929,126059.2908
1930,134151.1461
1931,138727.0215
1932,147357.7911
1933,179841.2038
1934,174679.6168
1935,173663.1801
1936,182065.6466
1937,191619.1654
1938,161537.6666
1939,249586.1805
1940,179012.1698
1941,173623.8856
1942,196710.9367
1943,195007.079
1944,324009.4681
1945,381451.5805
1946,164698.8112
1947,333646.6952
1948,189364.7112
1949,240718.0117
1950,185350.1891
1951,246816.4278
1952,232055.902
1953,179758.4926
1954,184048.0407
1955,129541.4758
1956,252846.9345
1957,153184.8095
1958,327752.78
1959,137002.9933
1960,114794.3166
1961,125251.5446
1962,106520.9208
1963,118600.9851
1964,119668.2625
1965,155637.9186
1966,145925.7839
1967,300711.1941
1968,450823.0312
1969,382727.0169
1970,478092.4162
1971,504366.1326
1972,371943.6245
1973,264902.7295
1974,326184.156
1975,530764.4126
1976,263436.9843
1977,351407.6011
1978,338848.8745
1979,324348.9282
1980,202672.2248
1981,335711.6876
1982,228237.538
1983,207044.5032
1984,171446.4646
1985,215866.9652
1986,197415.3097
1987,173614.3552
1988,176975.216
1989,189007.4955
1990,215021.8623
1991,256976.9714
1992,218825.0247
1993,169273.9718
1994,238716.8566
1995,175109.0927
1996,246255.8424
1997,316556.2308
1998,356034.1368
1999,244641.1108
2000,304118.7064
2001,266354.3137
2002,233909.0202
2003,265570.7514
2004,257789.9684
2005,218144.5698
2006,221989.7592
2007,243973.6401
2008,205899.1654
2009,197664.6048
2010,182935.0811
2011,132373.2857
2012,169347.5202
2013,180073.032
2014,185564.4293
2015,198476.5457
2016,197163.4655
2017,199287.8999
2018,128252.5349
2019,134068.2067
2020,117096.8177
2021,113724.4463
2022,182089.6219
2023,150281.4181
2024,228505.783
2025,370532.2435
2026,171051.6977
2027,150983.3595
2028,146047.1374
2029,172956.1647
2030,271656.7144
2031,215930.8728
2032,229081.8225
2033,255863.0765
2034,166320.0679
2035,207206.0026
2036,182982.8743
2037,187426.6598
2038,292914.114
2039,197279.5857
2040,341397.9086
2041,278562.4665
2042,195072.4168
2043,171468.3639
2044,161242.1181
2045,237750.0711
2046,134367.9347
2047,148931.6366
2048,138214.7993
2049,132743.1954
2050,183020.1944
2051,103344.6848
2052,128134.4512
2053,146497.9889
2054,85013.29215
2055,153780.6631
2056,138740.0965
2057,118088.8818
2058,222798.556
2059,134739.2612
2060,166992.3979
2061,171210.1567
2062,134478.1379
2063,108932.6608
2064,144233.4892
2065,124757.1013
2066,161843.2249
2067,107466.7458
2068,127771.3121
2069,84549.17861
2070,118013.5033
2071,92048.28255
2072,122043.6691
2073,143186.9886
2074,199587.2973
2075,141226.5941
2076,118333.8941
2077,149307.855
2078,128137.031
2079,131063.9617
2080,117762.8809
2081,128104.8471
2082,141552.9685
2083,142763.4679
2084,109636.2154
2085,127149.6081
2086,91002.33658
2087,120537.6644
2088,110380.9341
2089,82290.30087
2090,133857.1274
2091,120797.8096
2092,129041.1652
2093,122872.7688
2094,133824.9461
2095,149585.9333
2096,75404.14677
2097,93483.45509
2098,148044.1584
2099,56253.43386
2100,96882.5656
2101,123033.5971
2102,132861.2206
2103,106613.5174
2104,126022.7645
2105,123486.4286
2106,72590.12902
2107,222033.3484
2108,115022.2865
2109,111632.8389
2110,130547.7231
2111,142760.6471
2112,145512.131
2113,125715.1129
2114,104681.1293
2115,156190.0206
2116,110021.835
2117,143944.2073
2118,121563.9926
2119,107823.8105
2120,112137.121
2121,83741.5201
2122,119092.5278
2123,85114.49918
2124,182158.6182
2125,115436.9579
2126,157876.5709
2127,146162.3822
2128,124834.5479
2129,96223.89278
2130,147101.7568
2131,141458.9799
2132,121602.1397
2133,121043.4552
2134,120228.9998
2135,92134.98616
2136,77182.28453
2137,116217.0966
2138,137207.2994
2139,155571.8158
2140,142646.206
2141,140656.5062
2142,124652.1422
2143,144793.4988
2144,121351.2417
2145,138169.8423
2146,157838.2471
2147,128406.689
2148,133722.9636
2149,140559.4686
2150,233849.3323
2151,128950.9575
2152,173936.8246
2153,151746.6693
2154,110567.6447
2155,137834.6992
2156,231092.6289
2157,228589.6719
2158,230794.9028
2159,198465.8316
2160,172380.0407
2161,244706.9147
2162,451927.3602
2163,356487.0908
2164,224968.376
2165,179591.3733
2166,148435.5455
2167,202796.7204
2168,205765.2198
2169,191623.7758
2170,225225.8599
2171,152755.783
2172,127149.487
2173,161210.0041
2174,229785.6992
2175,286452.7985
2176,353303.9786
2177,250224.1545
2178,203812.9941
2179,140468.2844
2180,188393.8905
2181,189246.4302
2182,221204.0849
2183,196674.494
2184,129895.8066
2185,131380.1614
2186,152725.5604
2187,147619.9787
2188,146160.6016
2189,253049.0623
2190,82948.79814
2191,81773.30037
2192,93078.88896
2193,93656.54343
2194,104844.6974
2195,107199.8182
2196,92719.03874
2197,125903.5917
2198,159261.7948
2199,204088.0208
2200,137708.0499
2201,133875.1442
2202,187208.7761
2203,147334.1888
2204,172055.5032
2205,123739.3642
2206,145125.4312
2207,211767.7862
2208,230690.3412
2209,214839.7251
2210,128918.112
2211,112976.8371
2212,111265.1367
2213,105968.5016
2214,131527.3275
2215,101352.3045
2216,152430.5866
2217,66606.92704
2218,80809.57538
2219,71698.90337
2220,66614.39886
2221,332679.2149
2222,255492.1542
2223,278866.3505
2224,215933.1696
2225,121366.4129
2226,187704.2981
2227,202753.0719
2228,286832.1819
2229,244442.6847
2230,169187.865
2231,206171.0757
2232,175019.7548
2233,178649.9823
2234,236219.4476
2235,211476.4794
2236,268379.9427
2237,363169.3514
2238,203835.5062
2239,113628.0589
2240,165192.051
2241,155366.2455
2242,128788.1005
2243,119898.3385
2244,116604.6443
2245,104605.4411
2246,139324.5018
2247,124232.6845
2248,123861.6
2249,125295.0229
2250,138152.9649
2251,111059.8631
2252,170070.8732
2253,149315.5699
2254,167906.5079
2255,192371.0249
2256,183408.1208
2257,193678.4547
2258,162306.1933
2259,176962.0377
2260,154927.0532
2261,169483.3733
2262,189617.6976
2263,352595.2373
2264,509436.1735
2265,163655.6816
2266,300718.2969
2267,359803.2033
2268,368332.07
2269,156247.2133
2270,186105.0782
2271,231700.7619
2272,198822.1426
2273,167064.5817
2274,178919.1327
2275,162077.1486
2276,199521.0583
2277,191380.0414
2278,143776.5394
2279,126340.9536
2280,121331.1311
2281,175152.9836
2282,180742.3982
2283,106246.2592
2284,110884.2129
2285,153443.5926
2286,126916.9688
2287,348201.0512
2288,269578.2686
2289,365284.7273
2290,482276.8821
2291,303761.2952
2292,439933.4885
2293,500548.1293
2294,430016.7313
2295,458016.0912
2296,308871.6088
2297,321185.1768
2298,283755.3091
2299,340738.1834
2300,346999.2806
2301,269193.9502
2302,230947.4552
2303,252970.8727
2304,246328.7131
2305,178027.772
2306,178614.8019
2307,184292.3031
2308,210511.4111
2309,294570.3522
2310,198537.4919
2311,187621.9237
2312,177946.9136
2313,176030.2395
2314,160852.3976
2315,173719.9021
2316,181762.0036
2317,185725.3123
2318,180298.1518
2319,175610.0143
2320,176617.359
2321,237073.77
2322,159272.441
2323,186400.9194
2324,174462.6105
2325,223664.1684
2326,169020.9372
2327,215527.0694
2328,227178.1039
2329,186364.8599
2330,179776.5496
2331,374079.1418
2332,457305.4384
2333,330022.3549
2334,254315.35
2335,277145.4419
2336,341933.3189
2337,217961.4896
2338,268056.8415
2339,234882.1944
2340,371735.1892
2341,218994.7458
2342,242920.4246
2343,231537.3708
2344,229643.9502
2345,250093.5566
2346,207668.2969
2347,200218.3016
2348,237537.998
2349,157440.2074
2350,281348.417
2351,256337.8077
2352,247053.5159
2353,208883.0161
2354,133733.0976
2355,139909.4095
2356,150659.7922
2357,199539.8222
2358,197609.4153
2359,134569.5274
2360,121425.3342
2361,145848.7427
2362,279548.9772
2363,137981.346
2364,145731.4944
2365,212519.4847
2366,172109.0933
2367,216367.8879
2368,214349.1345
2369,220058.0675
2370,174440.1475
2371,172043.7609
2372,187174.3684
2373,283932.2312
2374,323843.6287
2375,246133.4241
2376,261821.309
2377,351389.7571
2378,137966.0047
2379,194520.3135
2380,135757.2557
2381,170607.94
2382,183253.4744
2383,214219.6132
2384,250067.2806
2385,165956.2862
2386,138542.3114
2387,133946.075
2388,92341.26424
2389,123528.5675
2390,138979.4019
2391,137977.845
2392,116659.1664
2393,164591.056
2394,146138.9766
2395,207866.4251
2396,149521.0788
2397,230738.9184
2398,128389.9276
2399,60552.26631
2400,59209.71151
2401,116663.0236
2402,139095.5014
2403,132959.1868
2404,150829.0851
2405,172591.5689
2406,143528.9483
2407,125964.8919
2408,138488.0208
2409,129622.8879
2410,155862.1187
2411,121488.0406
2412,160591.0729
2413,127128.6236
2414,140753.835
2415,120761.5638
2416,131056.9366
2417,129835.253
2418,131581.4733
2419,119625.5837
2420,126732.1639
2421,146714.1837
2422,117871.0043
2423,126006.9602
2424,148360.8733
2425,188277.2284
2426,133470.3761
2427,135174.3919
2428,170407.9154
2429,114811.1603
2430,133432.1524
2431,104326.1853
2432,138789.5532
2433,145021.5288
2434,143602.4211
2435,152011.3562
2436,103746.9282
2437,112120.1692
2438,124126.4746
2439,111537.0954
2440,127798.6952
2441,101565.6552
2442,93425.02945
2443,117903.2637
2444,127073.1483
2445,93693.72242
2446,126185.2218
2447,160430.1078
2448,129481.926
2449,115555.9362
2450,145301.3044
2451,128029.3603
2452,219239.1106
2453,89656.09657
2454,134954.3341
2455,117763.2033
2456,138444.5036
2457,126073.5991
2458,114324.6834
2459,113563.3511
2460,141941.9623
2461,119751.6974
2462,134854.6074
2463,124594.2421
2464,162652.1883
2465,135073.957
2466,117375.9956
2467,155298.3584
2468,79142.33774
2469,83488.6139
2470,173043.8127
2471,182936.7692
2472,161201.1614
2473,128004.6588
2474,90177.44414
2475,244272.9831
2476,121440.4454
2477,131275.9609
2478,153430.1949
2479,111574.5975
2480,152603.8971
2481,112210.9899
2482,134390.7689
2483,116363.2681
2484,126356.9015
2485,127812.1123
2486,152255.9297
2487,172681.1389
2488,155536.7358
2489,156241.3577
2490,149088.7104
2491,80619.08762
2492,178590.1687
2493,141714.8465
2494,159396.8894
2495,90117.01146
2496,242810.4171
2497,144231.1065
2498,111674.416
2499,85008.46825
2500,126134.2808
2501,140000.8318
2502,151383.7119
2503,100660.0257
2504,186847.392
2505,220658.9161
2506,250038.6635
2507,296979.325
2508,256788.0282
2509,215997.3904
2510,219882.3943
2511,178399.777
2512,216150.4181
2513,208052.1542
2514,214898.8964
2515,151781.4781
2516,164574.621
2517,135907.4665
2518,147338.425
2519,223029.5205
2520,203106.2018
2521,182856.4856
2522,217175.2644
2523,124276.4195
2524,140588.8955
2525,149039.9088
2526,140148.1781
2527,105589.8169
2528,120807.686
2529,129150.3161
2530,108048.2141
2531,256467.1229
2532,225929.9488
2533,193892.8558
2534,237636.7938
2535,319779.3773
2536,218973.1585
2537,224824.8861
2538,183526.7177
2539,183980.5882
2540,172038.9848
2541,172326.0057
2542,154519.0969
2543,128096.4944
2544,123268.6821
2545,134926.2992
2546,130313.0382
2547,132500.835
2548,159092.2265
2549,157849.359
2550,616136.2958
2551,139693.7876
2552,127722.6355
2553,80268.39544
2554,116222.849
2555,103246.3386
2556,92728.78544
2557,111653.0189
2558,170699.9803
2559,129679.9573
2560,140145.5833
2561,138429.3037
2562,127326.0303
2563,143111.0567
2564,187637.7615
2565,114874.1632
2566,162816.2261
2567,125987.176
2568,193932.9161
2569,208351.6681
2570,123772.1475
2571,167353.4641
2572,149928.0951
2573,222197.5466
2574,264159.1615
2575,124851.9415
2576,125150.5638
2577,158404.1689
2578,89235.38303
2579,73612.76796
2580,115072.9474
2581,118115.8087
2582,116161.3729
2583,257232.3242
2584,170823.4565
2585,169889.0803
2586,212241.5623
2587,195214.9924
2588,162064.7123
2589,147241.7976
2590,203182.9706
2591,225881.9908
2592,213917.5743
2593,268925.826
2594,179317.3983
2595,201008.2022
2596,332204.7768
2597,174678.5604
2598,288325.236
2599,280511.5074
2600,127269.8189
2601,146777.0872
2602,82629.45717
2603,89511.92588
2604,97547.0626
2605,78441.55345
2606,148313.7781
2607,200322.9131
2608,217025.2484
2609,160815.4906
2610,117304.7219
2611,139544.0545
2612,150922.5909
2613,131109.4676
2614,131207.2508
2615,156631.0819
2616,146028.3202
2617,170312.6989
2618,192009.4272
2619,206418.8641
2620,189941.7499
2621,179094.5263
2622,180913.0604
2623,242545.261
2624,293204.7739
2625,261188.5915
2626,175553.8022
2627,165828.0598
2628,456822.4612
2629,475022.7877
2630,354546.9964
2631,486818.3103
2632,466736.3156
2633,316913.8559
2634,368492.7239
2635,152983.02
2636,180382.1775
2637,170490.0265
2638,250939.9696
2639,186734.4452
2640,156480.8493
2641,111170.6247
2642,185338.9167
2643,94128.89173
2644,128393.5951
2645,100562.2748
2646,94189.9962
2647,112299.2588
2648,135365.0755
2649,149365.7047
2650,154915.187
2651,146424.4993
2652,450456.0714
2653,249947.5261
2654,241919.1452
2655,373272.6965
2656,279244.7664
2657,337851.184
2658,295187.7565
2659,294402.5557
2660,331345.911
2661,354528.6545
2662,367543.5785
2663,257979.4724
2664,277453.5612
2665,314498.4692
2666,291150.9989
2667,166096.4073
2668,165254.3015
2669,179053.1227
2670,268482.8216
2671,172053.6351
2672,196007.4314
2673,209125.5052
2674,174389.2628
2675,161534.3479
2676,182490.7
2677,196009.7784
2678,251665.8728
2679,267175.1613
2680,272119.1082
2681,447239.7265
2682,313755.5972
2683,548804.4092
2684,315083.3522
2685,358482.0901
2686,254983.6184
2687,328183.0841
2688,219667.4084
2689,192497.2412
2690,536794.4842
2691,187783.077
2692,126950.8199
2693,193159.9993
2694,124090.1711
2695,188675.3346
2696,180400.375
2697,190913.9006
2698,203351.6028
2699,178434.332
2700,157850.1259
2701,150732.7857
2702,107414.3269
2703,121115.3606
2704,136233.0029
2705,122819.505
2706,116389.7248
2707,124606.8465
2708,133039.7421
2709,112792.0619
2710,130739.3799
2711,294070.1334
2712,393104.5248
2713,170881.0843
2714,147648.8184
2715,173382.3915
2716,153030.719
2717,178454.4469
2718,224149.1017
2719,161956.0518
2720,171548.0848
2721,140696.3817
2722,160276.8175
2723,136968.2871
2724,132701.85
2725,132115.2693
2726,144792.7725
2727,180607.6531
2728,165791.3957
2729,153087.2468
2730,142571.9098
2731,119535.438
2732,121829.3341
2733,160040.8407
2734,141206.5564
2735,140501.0517
2736,151958.4688
2737,129323.7462
2738,127414.0144
2739,166805.7011
2740,129889.7263
2741,149947.2804
2742,154489.9372
2743,149817.0676
2744,160583.6851
2745,135788.1265
2746,140028.7289
2747,137181.1835
2748,127545.8178
2749,131079.4092
2750,140522.4059
2751,139473.813
2752,207038.2872
2753,151236.8564
2754,207784.8572
2755,128844.0358
2756,93825.58831
2757,69624.68752
2758,86935.43311
2759,156021.0178
2760,108981.0694
2761,153154.7253
2762,147241.2496
2763,177716.2312
2764,151451.6083
2765,279707.3996
2766,138715.5468
2767,94409.55563
2768,132277.757
2769,129551.2144
2770,152642.4212
2771,115741.5464
2772,118876.4705
2773,138698.4629
2774,140405.3658
2775,119641.7342
2776,146325.681
2777,139799.9295
2778,123385.3249
2779,122402.4656
2780,105473.5426
2781,106020.644
2782,94565.79361
2783,97294.406
2784,132160.6804
2785,125722.3812
2786,68041.46734
2787,122681.636
2788,75586.88274
2789,192102.7163
2790,97244.65518
2791,115843.8639
2792,66310.11213
2793,182525.4382
2794,95241.9696
2795,117490.2522
2796,98467.7666
2797,189774.242
2798,110981.2198
2799,111049.1824
2800,61693.95593
2801,113375.1259
2802,137916.8863
2803,142900.6428
2804,129778.1453
2805,89365.82474
2806,82460.07334
2807,160098.9701
2808,152754.5773
2809,136601.0903
2810,133946.5567
2811,153615.1242
2812,147921.8713
2813,143432.5006
2814,144108.309
2815,103017.4843
2816,253971.9846
2817,153820.6086
2818,132048.8763
2819,177006.4412
2820,143873.4451
2821,112023.8755
2822,206274.2736
2823,286636.8414
2824,175809.0522
2825,139500.1313
2826,125558.8764
2827,135022.7294
2828,198076.747
2829,216274.5348
2830,225145.7328
2831,174812.5263
2832,223113.3532
2833,295069.4541
2834,217028.0769
2835,225268.9156
2836,193149.8916
2837,156919.5142
2838,147286.421
2839,176718.7075
2840,202370.9187
2841,205332.2972
2842,225205.9642
2843,150369.7366
2844,164348.3724
2845,124783.2075
2846,215327.2584
2847,195417.8458
2848,220077.7851
2849,206502.362
2850,260940.578
2851,220937.6979
2852,222810.5018
2853,226775.5654
2854,139179.4216
2855,211373.9671
2856,209057.6217
2857,188757.5972
2858,205860.0348
2859,121142.0544
2860,123895.7054
2861,129526.0351
2862,193045.5395
2863,123478.4274
2864,255703.7936
2865,134258.0537
2866,129916.0418
2867,90228.70206
2868,106586.1137
2869,113826.8571
2870,123231.4764
2871,76381.62297
2872,59512.52297
2873,103723.8584
2874,147330.8344
2875,119933.666
2876,163423.7617
2877,143697.1842
2878,179352.5371
2879,140859.9141
2880,97154.44964
2881,137279.0404
2882,166773.7642
2883,187501.2764
2884,186130.3313
2885,198316.7458
2886,203038.4902
2887,101395.1634
2888,135377.5488
2889,57446.49312
2890,81253.93262
2891,133587.7575
2892,50542.28253
2893,100655.3549
2894,53425.73977
2895,330440.97
2896,289531.8083
2897,217585.8669
2898,146311.2067
2899,227777.3169
2900,161029.7608
2901,198693.2293
2902,185357.3426
2903,351835.0954
2904,336027.8727
2905,97526.91962
2906,211463.0723
2907,114733.4037
2908,127071.3841
2909,133418.2436
2910,83702.51777
2911,82523.92925
2912,150517.5023
2913,83829.18114
2914,79714.17134
2915,87664.29452
2916,80638.25857
2917,158112.3679
2918,109627.0463
2919,220723.7591
